R^2 values,FFNN,M1 data
Target,1,2,3,4,5,6,7,8,Average,Std. dev.
position,0.8850617391426797,0.9207068249401124,0.8736746958586502,0.921963973522809,0.9195182977335906,0.8730075959175425,0.9124007114542043,0.8735087789643803,0.8974803271917462,0.02162662785837765
velocity,0.9280206293893015,0.9344428220650298,0.903063568668881,0.8950241748804835,0.9217716250172777,0.8513343616434771,0.9065547164869975,0.88484624146615,0.9031322674521998,0.02510494940025759
