R^2 values,LSTM,M1 data
Target,1,2,3,4,5,6,7,8,Average,Std. dev.
position,0.9530669994164795,0.9749024239591277,0.9633058269927209,0.9704740811322404,0.9664340171964793,0.9247371603066072,0.9645044143431379,0.9621032610477329,0.9599410230493157,0.014578810284577514
velocity,0.9378714681431148,0.9328453933677106,0.9219042780986804,0.89754098472656,0.9225009443646848,0.8812716150730306,0.9265061854723045,0.9216726011364408,0.9177641837978158,0.017690769907992017
