R^2 values,Wiener Filter,M1 data
Target,1,2,3,4,5,6,7,8,Average,Std. dev.
position,0.8807411710235759,0.9084562851887884,0.813640236566747,0.9173978724166016,0.8771242633394534,0.8736623327184053,0.8818013289338389,0.8752480391852985,0.8785089411715886,0.028872574182571265
velocity,0.9021105611319065,0.9221232205999924,0.8084385180168497,0.8870401399157973,0.8738885985182346,0.8461491458700281,0.885853952456767,0.876008520834826,0.8752015821680502,0.03256356017489952
