R^2 values,Kalman Filter,M1 data
Target,1,2,3,4,5,6,7,8,Average,Std. dev.
position,0.8084899171046802,0.878240228975597,0.8012137040932321,0.9074778153988353,0.8785844470163293,0.8324440265822235,0.8504486934993902,0.7969561228211248,0.8442318694364266,0.038531425243246806
velocity,0.8522120769896216,0.7949098929242673,0.7917695799737015,0.8337035022219865,0.8125888127978322,0.7412384733772104,0.7746204400558616,0.8277227888341421,0.8035956958968279,0.033309747297131084
