R^2 values,FFNN,M1 data
Target,1,2,3,4,5,6,7,8,Average,Std. dev.
position,0.3954124645476846,0.5721109319399358,0.4474416249423548,0.403017407422345,0.4573274619406778,0.34244499417899643,0.25853581279152876,0.3014029131735232,0.3972117013671308,0.09231288669938725
velocity,0.66317179947927,0.6149196745907638,0.6957685905955642,0.6336114744802062,0.6079408395513328,0.4866430319788753,0.4610806096199947,0.6793070423750911,0.6053053828338872,0.08123308557030809
