R^2 values,Kalman Filter,M1 data
Target,1,2,3,4,5,6,7,8,Average,Std. dev.
position,0.5289918618192436,0.5644342936941446,0.4692410544967065,0.3647771343894449,0.3204468167107941,0.22668760392440246,0.24564558681036006,0.18608522254340887,0.3632886967985631,0.13457408065646934
velocity,0.29138654316415763,0.3966094984015127,0.5675596146752637,0.46110903185449786,0.5354354204987228,0.0868153212009424,-0.07395406707984972,0.616888508351746,0.3602312338833742,0.2288741350612923
