R^2 values,Wiener Filter,M1 data
Target,1,2,3,4,5,6,7,8,Average,Std. dev.
position,0.48117525883392814,0.462596532166088,0.32037645740503806,0.33057455798140883,0.4238398543155557,0.235599759986872,-0.04624816280993709,0.21334977183075923,0.3026580037137141,0.16102614040500698
velocity,0.6161715386760349,0.3989136201170909,0.5909388367869063,0.5366287235219954,0.49612831739466007,0.4063857659421337,0.15684700340994165,0.6088528631397327,0.47635833362356195,0.144583855657214
