R^2 values,FFNN,M1 data
Target,1,2,3,4,5,6,7,8,Average,Std. dev.
position,0.4334155696006196,0.6453807241040164,0.39930473329378574,0.3650136806896252,0.43936691962560553,0.40409657906697594,0.21447113817309713,0.26935814875557745,0.39630093666366284,0.12015518591591896
velocity,0.6006370772966132,0.6021888563161397,0.6724990957668167,0.6561904345209247,0.6251704727119427,0.5187128642195036,0.42981472449928904,0.7179078872232009,0.6028901765693039,0.0854826772070871
