R^2 values,LSTM,M1 data
Target,1,2,3,4,5,6,7,8,Average,Std. dev.
position,0.4187870200320673,0.5242577477964141,0.33270819915075495,0.28673085028520406,0.30376379798517694,0.5241329354283905,0.41643758898240135,0.45529486142418335,0.40776412513557403,0.08708249099459074
velocity,0.6573760488571081,0.5671997582288387,0.6831077884988423,0.5971696890264129,0.6115557623434733,0.5051177943579538,0.41563276913437003,0.7174597705614648,0.594327422626058,0.09216127104688511
