R^2 values,Kalman Filter,M1 data
Target,1,2,3,4,5,6,7,8,Average,Std. dev.
position,0.5562076720550917,0.5720296935036522,0.500660183104353,0.3253645171979539,0.3417948856236273,0.23041524738312166,0.26839182124990146,0.20073228118238448,0.3744495376625107,0.13858685505065088
velocity,0.34756190672656834,0.38205379659359767,0.5813680912091217,0.4965282553214079,0.549370189800233,0.16222823130805444,-0.11113971433157507,0.6013444606353028,0.37616440215783886,0.22950737722742304
