R^2 values,FFNN,M1 data
Target,1,2,3,4,5,6,7,8,Average,Std. dev.
position,0.5465621345269965,0.4492774233185857,0.5658681253772451,0.42020460871941384,0.4202701005121511,0.34387633365943215,0.3015368900897733,0.2904235821841489,0.4172523997984683,0.09663768727706117
velocity,0.7035962918007266,0.6103970313491085,0.7129102761745012,0.6422546853917563,0.7234822750211454,0.5596107802748281,0.5121248076279543,0.7225395724508784,0.6483644650113625,0.07605809013320496
